1;;0
3;;1
5;;-1
7;;1
8;;0
10;;0
11;;-1
14;;0
15;;0
16;;1
17;;-1
18;;-1
19;;-1
20;;-1
22;;0
23;;0
24;;-1
26;;1
27;;0
28;;0
29;;1
30;;1
32;;-1
33;;-1
34;;-1
35;;0
36;;0
37;;0
38;;0
39;;0
40;;0
41;;0
42;;-1
43;;1
44;;0
45;;1
46;;-1
47;;-1
48;;0
52;;-1
53;;-1
54;;-1
55;;-1
58;;-1
59;;-1
60;;0
61;;0
63;;-1
64;;0
65;;0
66;;-1
67;;0
68;;1
69;;0
70;;-1
71;;-1
72;;1
73;;0
74;;-1
75;;1
77;;1
78;;-1
79;;0
80;;1
81;;0
82;;-1
83;;0
84;;1
85;;0
87;;0
88;;-1
89;;0
90;;-1
91;;0
92;;-1
93;;0
95;;1
96;;0
97;;-1
98;;-1
99;;0
100;;-1
101;;1
102;;0
103;;-1
104;;0
105;;0
107;;1
108;;1
109;;-1
110;;0
111;;-1
112;;0
113;;0
114;;0
115;;-1
116;;-1
117;;-1
118;;0
120;;1
121;;0
122;;1
123;;1
124;;-1
125;;0
127;;-1
128;;-1
130;;1
131;;1
132;;0
134;;1
135;;-1
136;;-1
137;;-1
138;;0
139;;-1
140;;0
141;;1
142;;0
143;;1
144;;0
145;;0
146;;0
147;;-1
148;;1
150;;0
151;;-1
153;;-1
154;;0
155;;0
156;;-1
157;;-1
158;;-1
159;;-1
160;;-1
161;;0
162;;-1
163;;0
164;;-1
165;;1
166;;1
167;;0
168;;1
169;;-1
170;;-1
171;;0
172;;0
173;;0
174;;-1
175;;0
176;;0
178;;-1
179;;0
180;;0
181;;0
182;;-1
183;;-1
184;;0
185;;0
187;;-1
188;;-1
191;;1
192;;0
193;;-1
194;;0
195;;-1
196;;0
197;;1
198;;-1
200;;0
201;;-1
202;;-1
203;;0
204;;0
205;;1
207;;-1
208;;0
209;;-1
210;;0
211;;-1
212;;0
213;;-1
214;;-1
215;;0
216;;0
217;;0
218;;1
219;;-1
220;;0
221;;0
222;;-1
223;;-1
224;;-1
225;;-1
226;;0
227;;-1
228;;0
230;;1
231;;0
232;;0
233;;-1
234;;-1
235;;0
236;;-1
238;;-1
239;;-1
240;;-1
241;;0
242;;-1
243;;0
244;;0
245;;-1
246;;0
247;;-1
250;;0
254;;-1
255;;-1
256;;-1
257;;1
258;;-1
259;;-1
260;;-1
261;;0
262;;-1
264;;1
265;;1
266;;-1
268;;1
269;;-1
270;;1
271;;1
272;;1
273;;0
274;;-1
275;;-1
276;;1
278;;-1
279;;0
280;;-1
281;;-1
282;;0
283;;0
284;;0
285;;0
286;;0
288;;-1
289;;1
290;;0
291;;1
293;;-1
295;;-1
296;;1
297;;-1
298;;-1
299;;0
301;;0
302;;0
304;;0
305;;-1
306;;-1
307;;0
308;;-1
309;;-1
310;;0
311;;-1
312;;0
313;;0
314;;1
315;;-1
316;;-1
317;;0
318;;-1
320;;0
321;;-1
322;;0
323;;0
324;;-1
325;;0
326;;1
328;;-1
329;;-1
330;;-1
331;;-1
332;;0
333;;-1
334;;-1
335;;-1
336;;-1
337;;-1
338;;-1
339;;0
340;;0
341;;-1
342;;-1
344;;-1
345;;0
347;;-1
348;;1
350;;-1
351;;-1
352;;-1
353;;0
354;;1
355;;0
356;;-1
357;;-1
358;;-1
359;;0
360;;-1
361;;0
362;;-1
363;;0
364;;-1
365;;-1
366;;0
367;;0
368;;1
369;;-1
370;;0
372;;-1
373;;0
374;;-1
375;;-1
377;;-1
379;;-1
380;;0
381;;-1
382;;-1
383;;-1
384;;-1
385;;0
386;;-1
387;;-1
389;;-1
390;;1
392;;1
393;;-1
394;;0
395;;1
396;;-1
398;;1
399;;-1
400;;-1
401;;-1
402;;0
403;;-1
404;;0
405;;0
407;;0
408;;0
410;;0
411;;0
412;;0
413;;-1
414;;0
415;;0
416;;0
417;;0
418;;1
419;;0
420;;-1
421;;-1
422;;-1
423;;1
424;;1
425;;0
426;;0
428;;0
